"","name","dialog","scene","start","end","subs"
"1325","!","","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1326","ARAGORN","Gandalf!","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",8864.9,8867,"Gandalf!"
"1327","!","They rush towards an archway.


EXT. DIMROLL DALE DOOR -- DAY

The Fellowship tumble out of the Great Eastern Gate on to a
grassy sunlit hillside. Sam, Merry, and Pippin fall slowly to
the ground, Sobbing...Aragorn turns to Legolas and Gimli.
","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1328","ARAGORN","Legolas, get them up!","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",8924.5,8927.2,"Legolas, get them up."
"1329","!","","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1330","BOROMIR","Give them a moment...for pity's sake!","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",8931.3,8933.1,"Give them a moment, for pity's sake!"
"1331","!","","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1332","ARAGORN","By nightfall these hills will be swarming with Orcs! We must reach the woods of Lothlorien. Come, Boromir, Legolas, Gimli, get them up. On your feet, Sam.","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",8933.4,8948.5,"By nightfall, these hills will be swarming with orcs. We must reach the woods of Lothlórien. Come, Boromir. Legolas. Gimli, get them up. On your feet, Sam."
"1333","!","CONTINUED:
Boromir glances towards Frodo, then back at Aragorn. 
Frodo is walking away, as if in a daze.
","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1334","ARAGORN","Frodo?   Frodo!","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",8948.9,8954,"Frodo? Frodo!"
"1335","!","CLOSE ON: FRODO SLOWLY TURNS...a look of numb shock on his
devastated face. The Fellowship marches on.


EXT. DIMRILL DALE HILLSIDE--DUSK

Aragorn scours ahead of the company, as they stumble on in
the fading light...in the distance the shimmer of a large
forest can be seen...Lothlorien!

EXT. EDGE OF LOTHLORIEN--DUSK

WIDE ON: The fellowship run across a forest floor strewn with
yellow flowers..above is a roof of golden leaves, held up by
silver pillars...the trunks of huge, grey trees. Gimli looks
nervously around...
","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1336","GIMLI","Stay close, young hobbits..they say a Sorceress lives in these woods. An elf- witch of terrible power. All who look upon her fall under her spell...","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",9006.6,9024.9,"Stay close, young hobbits! They say that a great sorceress lives in these woods. An elf-witch... ...of terrible power. All who look upon her... ...fall under her spell."
"1337","!","Frodo hesitates...a STRANGE VOICE whispers in his head...
","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1338","GALADRIEL","Frodo...","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",9025.2,9026.4,"Frodo!"
"1339","!","","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1340","GIMLI","And are never seen again!","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",9028.7,9030.7,"And are never seen again."
"1341","!","","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1342","GALADRIEL","...your coming to us is as the footsteps of doom. You bring great evil here, Ringbearer.","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",9030.9,9039.2,"Your coming to us is as the footsteps of doom. You bring great evil here, ring-bearer."
"1343","!","","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1344","SAM","Mr. Frodo?","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",9039.6,9041.2,"Mr. Frodo?"
"1345","!","","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1346","GIMLI","Well, here's one dwarf she won't ensnare so easily. I have the eyes of a hawk and the ears of a fox!","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",9046.7,9056.8,"Well, here's one dwarf she won't ensnare so easily. I have the eyes of a hawk and the ears of a fox."
"1347","!","CONTINUED:


The FELLOWSHIP are suddenly surrounded by ARMED ELVES.
Deadly arrows aimed at their heads. HALDIR, the Elvish
captain steps forward... he looks at Gimli with disdain.
","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1348","HALDIR","The dwarf breathes so loud we could have shot him in the dark.","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",9064.6,9069,"The dwarf breathes so loud, we could have shot him in the dark."
"1349","!","","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1350","ARAGORN","Haldir of Lorien, we come here for your help. We need your protection.","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1351","!","","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1352","GIMLI","Aragorn! These woods are perilous. We should go back.","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1353","!","","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1354","HALDIR","You have entered the realm of the Lady of the Wood. You cannot go back.","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1355","!","Haldir's eyes lock onto Frodo.
","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1356","HALDIR","Come, she is waiting.","BRIDGE OF KHAZAD-DUM, MORIA -- DAY",0,0,""
"1357","!","EXT. LOTHLORIEN HILLTOP -- DAY

Haldir leads the Fellowship onto a Hill Top.   They look with
wonderment at the vista spread before them.

Several miles towards the South, a Large Hill rises out of
the woods. Upon the hill rise many mighty Mallorn Trees,
taller than any others...Nestled high in the crown of the
mallorns is a Beautiful City. It Gleams in the low rays of
the late afternoon sun..green, gold, and silver. To the east
of Caras Galadhon, the Woods of Lorien run down the pale
gleam of Anduin, the great river. Beyond the River, the land
appears flat and empty, formless and vague, until far away,
it rises again like a dark and dreary wall. The Sun that lies
on Lothlorien has not power to enlighten the shadows that lie
beyond.


INT. CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT




ANGLE ON: THE FELLOWSHIP

step onto a wide fleet filled with a soft light. The walls
are green and silver, the roof gold and in its midst is the
trunk of the might Mallorn tree, now tapering toward its
crown. Celeborn steps forward to greet the guests. His hair
is long and silver, his face grave and beautiful, with no
sign of age upon it. Next to him stands Galadriel, the Lady
of the Elves. She has hair of deep gold and timeless,
unsurpassed beauty. Celeborn looks hard at Aragorn...
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1358","CELEBORN","Eight there are, yet nine there were set out from Rivendell. Tell me, where is Gandalf, for I much desire to speak with him.","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9292.3,9302,"Eight there are here, yet nine there were set out from Rivendell. Tell me, where is Gandalf? For I much desire to speak with him."
"1359","!","Frodo looks at Galadriel, standing silently beside Celeborn.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1360","GALADRIEL","...he has fallen into shadow.","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9311.4,9313.7,"He has fallen into shadow."
"1361","!","Galadriel looks to Aragorn.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1362","GALADRIEL","The Quest stands upon the edge of a knife. Stray but a little and it will fail, to the ruin of all...Yet hope remains while the company is true.","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9387.6,9407.6,"The quest stands upon the edge of a knife. Stray but a little and it will fail... ...to the ruin of all. Yet hope remains while the company is true."
"1363","!","Galadriel's eyes settle on Sam.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1364","GALADRIEL","Do not let your hearts be troubled. Go now and rest for you are weary with sorrow and much toil. Galadriel's eyes turn to Frodo...her voice fades.","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9409.4,9426.2,"Do not let your hearts be troubled. Go now and rest... ...for you are weary with sorrow and much toil. Tonight, you will sleep in peace... Welcome, Frodo of the Shire..."
"1365","!","","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1366","GALADRIEL","Tonight you will sleep in peace. Welcome, Frodo of the Shire...","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1367","!","CLOSE ON: FRODO looks at GALADRIEL. 
SUDDEN INSERT: GALADRIEL as she is on the other
side... Powerful, divine...no longer of this world..a
Piercing white light surrounds her.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1368","GALADRIEL","...one who has seen the eye.","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9427.8,9429.5,"...one who has seen the eye!"
"1369","!","EXT. CARAS GALADHON LAWN -- NIGHT

Gimli, Legolas, Merry, Pippin, Frodo and Sam are in a
pavilion set among the trees near the fountain. They lie on
soft couches as Elves leave food and wine for them. MOURNFUL
SINGING drifts down from the trees above.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1370","LEGOLAS","A lament for Gandalf...","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9444.2,9446.7,"A lament for Gandalf."
"1371","!","","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1372","MERRY","What do they say about him?","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9454.1,9455.5,"What do they say about him?"
"1373","!","","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1374","LEGOLAS","I have not the heart to tell you. For me, the grief is still too near.","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9456,9463.6,"I have not the heart to tell you. For me, the grief is still too near."
"1375","!","Boromir is sitting alone... Aragorn approaches him.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1376","ARAGORN","Take some rest..these borders are well protected.","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9506.6,9512.1,"Take some rest. These borders are well-protected."
"1377","!","Moonlight catches the trace of tears on Boromir's face.
Aragorn kneels down beside him.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1378","BOROMIR","I will find no rest here. I heard her voice inside my head...she spoke of my father and the fall of Gondor, and she said to me: ""Even now, there is hope left. But I cannot see it...it is long since we had any hope.","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9512.4,9538.3,"I will find no rest here. I heard her voice inside my head. She spoke of my father and the fall of Gondor. She said to me; ""Even now there is hope Left."" But I cannot see it. It is long since we had any hope."
"1379","!","CLOSE ON: BOROMIR looks at ARAGORN in despair.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1380","BOROMIR","My father is a noble man, but his rule is failing and our..our people lose faith. He looks to me to make things right...and I would do it, I would see the glory of Gondor restored. Have you ever seen it, Aragorn? The White Tower of Ecthelion, glimmering like a spike of pearl and silver, its banners caught high in the morning breeze...have you ever been called home by the clear ringing of silver trumpets?","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9548.6,9593.7,"My father is a noble man. But his rule is failing... ...and our people lose faith. He looks to me to make things right, and I would do it. I would see the glory of Gondor restored. Have you ever seen it, Aragorn? The white tower of Ecthelion. Glimmering like a spike of pearl and silver. Its banners caught high in the morning breeze. Have you ever been called home... ...by the clear ringing of silver trumpets?"
"1381","!","","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1382","ARAGORN","I have seen the white city..long ago.","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9594.5,9599.4,"I have seen the white city... ...long ago."
"1383","!","CONTINUED:


Boromir feels Aragorn's love for Minas Tirith and takes
heart,
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1384","BOROMIR","One day our paths will lead us there, and the tower guards shall take up the call ""the Lords of Gondor have returned.""","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9600.5,9613,"One day, our paths will lead us there. And the tower guard shall take up the call: ""The Lords of Gondor have returned."""
"1385","!","Aragorn returns Boromir's smile...betraying his disquiet
sadness only when Boromir looks away.


LATER....

The Fellowship are asleep on their beds. Gimli is snoring
loudly. CLOSE ON: BARE FEET tread soundlessly across the
lawn. CLOSE ON: Frodo's eyes flicker open...as if by
instinct. GALADRIEL, her White dress glowing in the
moonlight, glances at him. Frodo follows her...as if drawn by
an invisible force.


EXT. GALADRIELS GLADE, LORTHLORIEN -- NIGHT

Upon a low stone pedestal, carved like a branching tree, sits
a shallow Silver Basin. Galadriel leads Frodo into the small
Glade.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1386","GALADRIEL","Will you look into the mirror?","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9680.4,9682.8,"Will you look into the mirror?"
"1387","!","Frodo looks with apprehension at the silver basin.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1388","FRODO","What will I see?","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9683.1,9684.5,"What will I see?"
"1389","!","Galadriel pours water into the basin from a silver jug...a
glow rises from the water.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1390","GALADRIEL","Even the wisest cannot tell for the mirror shows many things...things that were ..things that are...and some things that have not yet come to pass.","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",9687.6,9713.1,"Even the wisest cannot tell. For the mirror... ...shows many things. Things that were... ...things that are... ...and some things... ...that have not yet come to pass."
"1391","!","Frodo slowly steps up to the pedestal...he peers     into the
glossy surface. The night sky is reflected into     the water...
suddenly a figure takes form...the bowed figure     of an old
man, clad in white robes. He walks down a long      road. Frodo
leans closer to the mirror's surface...




CLOSE ON: GANDALF LIFTS HIS HEAD AND LOOKS DIRECTLY AT FRODO!

FRODO gasps, his face lighting up with hope.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1392","FRODO","Gandalf!","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
"1393","!","Gandalf looks at Frodo with a fierce intensity. Frodo
reaches out his hand toward the surface of the mirror.
Suddenly the image flares, burning out to white. The vision
shifts...Frodo gasps in horror! The Shire is in ruins! The
image suddenly widens to fill the screen...buildings
burning...bodies strewn about...Dark Shapes of ORCS looting
and destroying...Bag End, billowing in flames! The Party
tree is hacked down. Frodo reels back as the mirror seems to
grow...the nightmarish image sweeps past his head, engulfing
him entirely.

IMAGE: Hobbiton...now an Industrial wasteland! The fields
and trees destroyed...replaced with Brick factories belching
smoke! IMAGE: ORCS brutally herd manacled Hobbits into the
Factories! We see Sam...Merry... and Rosie Cotton. Soot-
stained and sobbing, they disappear into the factory hell-
hole! Suddenly, the mirror goes dark...and out of the black
abyss a single eye grows. CLOSE ON: FRODO IS FROZEN. Unable
to move or cry out. The ring dangles from his neck, inches
above the water...not shimmering with curls of steam. Fire
erupts around the eye... With a Yell, Frodo pushes himself
away from the pedestal and collapses on the ground. Light
instantly fades from the mirror. Frodo comes to his
senses...he is shocked. Galadriel stands still as a statue,
unmoved, untouched by the horror.
","CELEBORN'S CHAMBER, CARAS GALADHON -- NIGHT",0,0,""
